DEPTH,CALI,DT,NPHI,PHIE,RHOB,SW,litho,VCLC,VDOL,VOL_SHALE,VSAN .V/V
2674.3152,5.7857,70.3201,0.1052,0.0477,2.5151,0.6797,6,0.0,0.0426,0.242,0.6287
2674.4676,5.8019,70.0412,0.1094,0.0297,2.5111,0.983,6,0.0203,0.0022,0.2895,0.6117
2674.62,5.8011,70.0306,0.1188,0.0228,2.5053,1.0,6,0.0189,0.0,0.3309,0.5742
2674.7724,5.7998,69.7285,0.1229,0.0192,2.499,0.9999,6,0.0008,0.0021,0.3565,0.564
2674.9248,5.7986,71.7237,0.13,0.0134,2.4926,0.9999,6,0.0,0.0001,0.4045,0.517
2675.0772,5.7973,71.8589,0.1347,0.0078,2.4937,0.9999,2,0.0,0.0,0.4315,0.4913
2675.2296,5.7959,69.6727,0.1402,0.0025,2.502,0.9996,2,0.0,0.0355,0.4395,0.4518
2675.382,5.7947,68.9828,0.1393,0.0001,2.5104,1.0,2,0.0,0.058,0.441,0.43
2675.5344,5.7934,69.4473,0.1328,0.0,2.5181,1.0,2,0.0,0.0501,0.4317,0.4487
2675.6868,5.7912,69.4563,0.1232,0.0,2.5238,1.0,2,0.0,0.0315,0.415,0.4867
2675.8392,5.7724,69.3033,0.114,0.0013,2.5296,0.9993,6,0.0,0.0189,0.3929,0.5238
2675.9916,5.7537,68.8047,0.1085,0.0075,2.5353,0.9998,6,0.0,0.0346,0.3554,0.5455
2676.144,5.7501,66.1835,0.0998,0.016,2.5444,0.9999,6,0.0057,0.0826,0.2966,0.5515
2676.2964,5.7489,64.1133,0.0985,0.0245,2.5537,1.0,2,0.3925,0.0031,0.2377,0.304
2676.4488,5.747,65.3571,0.0965,0.0265,2.5631,0.9928,2,0.3105,0.0365,0.2311,0.3582
2676.6012,5.7281,65.1736,0.0939,0.0566,2.5706,0.591,2,0.0157,0.2438,0.1613,0.4967
2676.7536,5.7274,61.6814,0.0944,0.0714,2.5773,0.9022,4,0.5435,0.1408,0.0877,0.1425
2676.906,5.76,61.9746,0.0943,0.0814,2.584,0.8253,2,0.1697,0.3263,0.0767,0.3336
2677.0584,5.7603,63.3561,0.0924,0.0717,2.5841,0.5878,2,0.0053,0.3409,0.1107,0.4536
2677.2108,5.7937,63.9937,0.0928,0.0624,2.5736,0.5284,2,0.0088,0.2798,0.1391,0.4874
2677.3632,5.7935,65.474,0.0926,0.0223,2.5632,0.9771,2,0.2972,0.0157,0.2361,0.3908
2677.5156,5.7915,66.2367,0.0942,0.0139,2.5549,0.9999,2,0.2177,0.0001,0.2693,0.4558
2677.668,5.7906,66.1454,0.0917,0.0048,2.5656,0.9998,6,0.0113,0.0788,0.2969,0.5604
2677.8204,5.7884,65.7744,0.088,0.0009,2.5764,1.0,6,0.0005,0.0944,0.2947,0.5621
2677.9728,5.8209,63.9249,0.0843,0.0001,2.5871,0.9956,2,0.2654,0.0292,0.2673,0.3952
2678.1252,5.7903,63.2602,0.0828,0.0065,2.5906,0.4424,2,0.416,0.0024,0.2348,0.3025
2678.2776,5.8918,61.4742,0.0823,0.0382,2.5926,0.2847,4,0.5271,0.0641,0.1449,0.2023
2678.43,5.8742,61.5432,0.082,0.0692,2.5946,0.2247,2,0.0269,0.3432,0.0888,0.4576
2678.5824,5.8546,62.7466,0.0821,0.0761,2.594,0.2035,2,0.0,0.3538,0.0808,0.4763
2678.7348,5.8182,63.4178,0.0821,0.0766,2.5914,0.1851,2,0.0,0.3386,0.0845,0.4868
2678.8872,5.8157,64.2419,0.0816,0.0721,2.5887,0.1618,6,0.0,0.3073,0.0997,0.5049
2679.0396,5.8139,63.4824,0.0815,0.0673,2.5888,0.1573,6,0.0,0.3058,0.1061,0.5037
2679.192,5.7083,62.0658,0.0819,0.0628,2.5969,0.1803,2,0.0,0.3359,0.1072,0.4769
2679.3444,5.7047,62.0543,0.0822,0.0611,2.605,0.3841,2,0.0,0.3556,0.1092,0.4566
2679.4968,5.7033,61.4177,0.0826,0.0614,2.6131,0.5008,2,0.0,0.3887,0.1034,0.4299
2679.6492,5.7023,60.5808,0.0831,0.0615,2.6213,0.5349,2,0.0,0.4243,0.097,0.4016
2679.8016,5.7182,60.5417,0.0831,0.0611,2.6295,0.5599,2,0.0,0.4469,0.0953,0.3814
2679.954,5.7171,59.6424,0.0823,0.072,2.6377,0.5521,1,0.0,0.5066,0.0616,0.3498
2680.1064,5.7164,59.1458,0.0817,0.0773,2.6461,0.5269,1,0.0,0.5479,0.0434,0.3244
2680.2588,5.7325,58.811,0.081,0.0688,2.6545,0.5246,1,0.0,0.5516,0.0581,0.3121
2680.4112,5.7312,57.5401,0.0808,0.0565,2.663,0.5534,2,0.1632,0.4955,0.0716,0.2017
2680.5636,5.7296,56.9851,0.0808,0.0396,2.6677,0.671,2,0.4999,0.3401,0.0954,0.0096
2680.716,5.7285,57.1347,0.0808,0.0326,2.6673,0.7682,4,0.531,0.307,0.1115,0.0
2680.8684,5.7271,57.4341,0.0808,0.0259,2.6669,0.9122,4,0.5469,0.2781,0.1285,0.0
2681.0208,5.7256,57.0905,0.0808,0.023,2.6644,0.9968,4,0.5612,0.2591,0.1348,0.0003
2681.1732,5.7426,59.1424,0.0811,0.0206,2.6488,0.9963,2,0.4903,0.2163,0.1581,0.0893
2681.3256,5.7586,58.0412,0.0813,0.022,2.6332,0.4269,4,0.7,0.1027,0.145,0.007
2681.478,5.7581,60.3053,0.0816,0.0306,2.6176,0.6873,4,0.558,0.1154,0.1474,0.125
2681.6304,5.7918,61.0879,0.0824,0.0435,2.602,0.6647,2,0.417,0.153,0.1314,0.2339
2681.7828,5.809,60.4149,0.083,0.0504,2.5864,0.3795,4,0.7495,0.0091,0.1053,0.0688
2681.9352,5.8091,61.779,0.0848,0.0712,2.5708,0.3212,2,0.3655,0.157,0.0836,0.3092
2682.0876,5.8559,65.2579,0.0869,0.0755,2.5531,0.3505,6,0.0186,0.216,0.1129,0.5589
2682.24,5.7499,65.7976,0.0925,0.0736,2.5337,0.4478,6,0.0,0.1766,0.1334,0.595
2682.3924,5.6778,66.7472,0.0974,0.065,2.5144,0.5845,2,0.255,0.0078,0.1617,0.4845
2682.5448,5.6613,66.9773,0.1035,0.062,2.4943,0.6498,6,0.1943,0.0,0.1864,0.5273
2682.6972,5.8507,67.1827,0.112,0.0495,2.4723,0.7239,6,0.0789,0.0,0.2388,0.5944
2682.8496,5.8548,67.388,0.1195,0.0421,2.4504,0.7722,6,0.0038,0.0,0.2774,0.632
2683.002,5.9224,67.5934,0.1321,0.031,2.4287,0.8938,6,0.0018,0.0,0.3308,0.5831
2683.1544,5.9038,67.7987,0.1747,0.0196,2.4183,0.9963,2,0.2129,0.0,0.4114,0.29
2683.3068,5.8681,68.0041,0.2288,0.0085,2.408,0.9999,5,0.3915,0.0,0.5042,0.0148
2683.4592,5.8831,68.2091,0.2225,0.0096,2.3977,0.9999,5,0.4054,0.0,0.504,0.0
2683.6116,5.8829,68.4148,0.1866,0.0095,2.4237,0.9999,2,0.2346,0.0,0.4673,0.2135
2683.764,5.9192,68.6202,0.1475,0.0094,2.4631,0.9999,2,0.0395,0.0001,0.4209,0.4624
2683.9164,6.0781,68.8221,0.1251,0.0087,2.5024,0.9999,6,0.0011,0.0079,0.3885,0.5315
2684.0688,6.2669,68.7759,0.099,0.0086,2.5425,0.9999,6,0.0,0.0282,0.3457,0.562
2684.2212,6.2189,67.1837,0.0909,0.005,2.5834,0.9998,6,0.0,0.1227,0.3199,0.5009
2684.3736,5.9887,62.6507,0.086,0.0094,2.6243,0.9999,2,0.0025,0.2842,0.2493,0.4145
2684.526,5.91,57.8674,0.0844,0.0126,2.6569,0.9997,4,0.5466,0.2158,0.1751,0.0217
2684.6784,5.8376,57.995,0.083,0.0351,2.6489,0.9855,4,0.5968,0.233,0.1163,0.0
2684.8308,5.9413,59.9474,0.0824,0.055,2.6408,0.6826,2,0.0325,0.4556,0.1012,0.3394
2684.9832,5.9895,59.2578,0.0823,0.0548,2.6328,0.6854,2,0.2317,0.3635,0.0933,0.2417
2685.1356,5.6771,59.9092,0.0827,0.0364,2.6346,0.8727,2,0.316,0.2811,0.1369,0.2076
2685.288,5.6857,59.5528,0.0829,0.0123,2.6376,0.9936,4,0.6569,0.0999,0.1811,0.0207
2685.4404,5.7026,59.1209,0.0827,0.0108,2.6406,0.9999,4,0.6773,0.1011,0.1813,0.0004
2685.5928,5.7709,58.9292,0.0823,0.0087,2.6481,0.9999,4,0.6124,0.1447,0.1855,0.0188
2685.7452,5.7539,56.116,0.0815,0.0101,2.6585,0.9951,4,0.601,0.2024,0.1598,0.001
2685.8976,5.717,56.2427,0.0809,0.0121,2.6689,0.7094,4,0.5608,0.2506,0.1521,0.0
2686.05,5.717,56.3232,0.0808,0.0222,2.6725,0.8134,4,0.5283,0.2994,0.1293,0.0
2686.2024,5.7848,55.5763,0.0808,0.0318,2.6621,0.3801,4,0.554,0.2932,0.1043,0.0
2686.3548,5.7667,57.3185,0.0812,0.0295,2.6518,0.3335,4,0.6077,0.222,0.1213,0.0
2686.5072,5.748,58.9469,0.0817,0.0205,2.641,0.9645,4,0.6686,0.1289,0.1544,0.0027
2686.6596,5.7462,58.8273,0.0826,0.012,2.6229,0.9999,4,0.7661,0.018,0.1756,0.0001
2686.812,5.7446,58.6479,0.0837,0.0082,2.6048,0.9999,4,0.7388,0.0006,0.1949,0.0261
2686.9644,5.7435,58.4685,0.088,0.0102,2.5867,0.9999,4,0.7019,0.0,0.2006,0.0551
2687.1168,5.7416,58.289,0.0905,0.0143,2.5676,0.9999,4,0.6453,0.0,0.2038,0.1038
2687.2692,5.743,58.1096,0.1011,0.018,2.5481,0.9999,4,0.6671,0.0,0.2157,0.0646
2687.4216,5.8305,57.9301,0.1285,0.0187,2.5286,0.9999,4,0.6895,0.0,0.2491,0.0027
2687.574,6.0216,57.7506,0.1296,0.0179,2.5402,0.9999,4,0.6832,0.0005,0.2571,0.0
2687.7264,6.0167,57.5712,0.1204,0.0215,2.5848,1.0,4,0.5363,0.1686,0.2351,0.0006
2687.8788,5.6924,57.3917,0.0991,0.0307,2.6294,1.0,2,0.4099,0.3144,0.1796,0.0365
2688.0312,5.6613,57.0554,0.0927,0.0378,2.6632,1.0,1,0.111,0.517,0.146,0.1648
2688.1836,5.6696,52.1159,0.0873,0.0482,2.6551,1.0,2,0.472,0.4006,0.061,0.0084
2688.336,5.6602,57.1226,0.0871,0.0609,2.6471,1.0,4,0.5126,0.355,0.061,0.0008
2688.4884,5.6603,58.6571,0.0903,0.0699,2.639,0.8404,2,0.2821,0.4364,0.0614,0.1403
2688.6408,5.67,59.7496,0.0941,0.08,2.6256,0.7129,2,0.1342,0.4817,0.0573,0.2376
2688.7932,5.6792,60.1292,0.0957,0.0811,2.6118,0.6698,2,0.2783,0.3904,0.0577,0.1832
2688.9456,5.6608,62.1531,0.0953,0.0835,2.598,0.5931,2,0.015,0.4335,0.0757,0.3802
2689.098,5.6701,62.9323,0.0946,0.0873,2.5876,0.57,2,0.0,0.4077,0.0734,0.4198
2689.2504,5.689,61.8156,0.0935,0.0914,2.5791,0.582,2,0.1292,0.3542,0.0541,0.3624
2689.4028,5.6799,63.8544,0.0918,0.0874,2.5706,0.3308,2,0.0064,0.3357,0.0793,0.4784
2689.5552,5.6609,65.2432,0.0926,0.0843,2.5623,0.3122,6,0.0,0.2909,0.0981,0.511
2689.7076,5.679,65.1849,0.0938,0.0814,2.5544,0.3076,6,0.0,0.2666,0.1083,0.5263
2689.86,5.67,67.1773,0.0953,0.0753,2.5466,0.2877,6,0.0,0.2081,0.1375,0.5569
2690.0124,5.6609,67.4758,0.095,0.0731,2.5378,0.2823,6,0.0,0.1718,0.147,0.5845
2690.1648,5.6792,66.9572,0.0959,0.0856,2.5195,0.2824,6,0.0007,0.1645,0.1201,0.6099
2690.3172,5.67,66.2925,0.0957,0.1013,2.5012,0.2855,6,0.0417,0.1465,0.0827,0.6145
2690.4696,5.6607,68.3828,0.0985,0.1018,2.4829,0.2684,6,0.0022,0.0944,0.1032,0.6818
2690.622,5.67,72.7745,0.1012,0.1013,2.459,0.2135,6,0.0,0.0041,0.1415,0.7304
2690.7744,5.6792,75.346,0.1075,0.1124,2.4337,0.1655,6,0.0,0.0,0.1492,0.7145
2690.9268,5.6609,77.7484,0.1128,0.1278,2.4085,0.1328,6,0.0,0.0,0.1439,0.7053
2691.0792,5.6699,80.5992,0.1155,0.1438,2.3923,0.1121,6,0.0,0.0,0.1331,0.7017
2691.2316,5.6605,82.8239,0.1184,0.1535,2.3845,0.0959,6,0.0,0.0,0.1303,0.6952
2691.384,5.6671,83.2047,0.1181,0.1619,2.3768,0.091,6,0.0,0.0,0.1151,0.7045
2691.5364,5.7026,83.1468,0.1164,0.1677,2.3711,0.0861,6,0.0,0.0,0.1012,0.7148
2691.6888,5.7726,85.3661,0.1172,0.1698,2.3721,0.0645,6,0.0,0.0,0.1111,0.7012
2691.8412,5.8428,85.7341,0.1187,0.1672,2.373,0.044,6,0.0,0.0,0.1211,0.6923
2691.9936,5.8403,82.7246,0.1211,0.1677,2.374,0.04,6,0.0,0.0,0.1018,0.7141
2692.146,5.7525,83.302,0.1252,0.1697,2.3744,0.0277,6,0.0,0.0,0.1051,0.7083
2692.2984,5.697,87.2349,0.1276,0.1724,2.3748,0.0039,6,0.0,0.0,0.1267,0.6806
2692.4508,5.8305,87.0315,0.1263,0.1756,2.3753,0.0003,6,0.0,0.0,0.116,0.6898
2692.6032,5.7315,82.7691,0.1259,0.1791,2.3692,0.0139,6,0.0,0.0,0.0809,0.727
2692.7556,5.7446,83.3028,0.1222,0.1857,2.3602,0.0157,6,0.0,0.0,0.0677,0.7357
2692.908,5.7257,85.8217,0.1217,0.1888,2.3511,0.0029,6,0.0,0.0,0.0803,0.7181
2693.0604,5.6888,85.6324,0.1195,0.1871,2.3505,0.0001,6,0.0,0.0,0.0802,0.7199
2693.2128,5.6522,79.4191,0.1164,0.1756,2.3628,0.0138,6,0.0,0.0,0.0596,0.7553
2693.3652,5.6495,78.2294,0.1198,0.1628,2.375,0.0021,6,0.0,0.0,0.0815,0.7426
2693.5176,5.6481,81.5829,0.1167,0.1555,2.3914,0.0001,6,0.0,0.0,0.1108,0.7159
2693.67,5.6468,81.4037,0.1147,0.1299,2.4392,0.0,6,0.0,0.0,0.1506,0.6953
2693.8224,5.6484,77.5045,0.1032,0.0971,2.4869,0.0,6,0.0,0.0013,0.1737,0.7
2693.9748,5.9087,71.9165,0.0989,0.0791,2.5347,0.0,6,0.0,0.1331,0.1647,0.5966
2694.1272,5.9464,67.2149,0.0962,0.0747,2.5747,0.1459,2,0.0,0.2859,0.1338,0.484
2694.2796,5.8587,62.0786,0.0946,0.0726,2.6131,0.5832,2,0.0,0.4498,0.0971,0.3649
2694.432,5.7695,58.6594,0.0927,0.0611,2.6515,0.8429,2,0.2742,0.4585,0.0825,0.1105
2694.5844,5.7649,56.9508,0.0902,0.0548,2.6699,0.9796,2,0.3963,0.4567,0.0751,0.005
2694.7368,5.6943,56.6351,0.0883,0.0602,2.6723,0.9048,2,0.3934,0.4799,0.0572,0.0
2694.8892,5.6916,55.8219,0.0869,0.0696,2.6747,0.8129,1,0.3679,0.5255,0.0292,0.0032
2695.0416,5.6902,56.3095,0.0858,0.0826,2.6751,0.689,1,0.0357,0.6803,0.0113,0.1883
2695.194,5.6874,56.2704,0.0856,0.0876,2.6705,0.6218,1,0.0346,0.6811,0.0004,0.1963
2695.3464,5.6342,56.5495,0.0857,0.0895,2.6659,0.5605,1,0.0037,0.6818,0.0,0.225
2695.4988,5.6137,57.4498,0.0856,0.0922,2.6613,0.4932,1,0.0001,0.6648,0.0,0.2429
2695.6512,5.631,58.2812,0.0863,0.0959,2.6492,0.5248,1,0.0,0.6323,0.0002,0.2716
2695.8036,5.6648,59.632,0.0875,0.0956,2.637,0.5574,1,0.0,0.5844,0.0132,0.3048
2695.956,5.6823,59.1193,0.0882,0.0912,2.6248,0.6112,1,0.0026,0.5474,0.0246,0.3301
2696.1084,5.7156,60.6554,0.0889,0.0842,2.6069,0.6392,2,0.0001,0.4625,0.0557,0.3885
2696.2608,5.7151,62.5898,0.0921,0.0769,2.5866,0.5867,2,0.0003,0.3728,0.093,0.4421
2696.4132,5.6958,63.9221,0.0938,0.069,2.5663,0.3778,2,0.0843,0.2519,0.1239,0.451
2696.5656,5.6767,66.157,0.0978,0.0684,2.5426,0.3359,6,0.0065,0.1989,0.1522,0.5495
2696.718,5.6752,67.9896,0.1013,0.0617,2.5145,0.3224,6,0.1088,0.0531,0.1867,0.5597
2696.8704,5.71,67.6571,0.108,0.0573,2.4863,0.309,6,0.1294,0.0024,0.2124,0.5643
2697.0228,5.7617,74.3443,0.116,0.0473,2.4592,0.2047,6,0.0062,0.0,0.3047,0.5929
2697.1752,5.7626,81.6402,0.126,0.0403,2.4377,0.2042,6,0.0,0.0,0.3928,0.5038
2697.3276,5.8207,81.3181,0.1369,0.0343,2.4163,0.3553,2,0.0,0.0,0.4277,0.4693
2697.48,6.1,81.5101,0.1473,0.0401,2.3948,0.4448,2,0.0,0.0,0.4347,0.4554
2697.6324,6.098,81.1175,0.1552,0.0404,2.3938,0.5427,2,0.0,0.0,0.4405,0.4483
2697.7848,6.0396,83.7655,0.1703,0.0378,2.3959,0.5743,2,0.0,0.0,0.48,0.4052
2697.9372,5.8008,85.9495,0.1878,0.0288,2.3979,0.6936,5,0.0,0.0,0.5346,0.3508
2698.0896,6.3444,80.5558,0.22,0.0158,2.3813,0.9844,5,0.0,0.10665,0.5753,0.3166
2698.242,6.8338,80.0718,0.2943,0.0007,2.3515,1.0,5,0.0,0.10665,0.6703,0.2245
2698.3944,7.3065,79.7731,0.3432,0.0,2.3217,1.0,5,0.0,0.10665,0.6896,0.2031
2698.5468,7.2053,79.4744,0.3739,0.0,2.3024,1.0,5,0.0,0.10665,0.6979,0.1935
2698.6992,6.8331,79.1763,0.4072,0.0,2.3065,1.0,5,0.0,0.10665,0.6982,0.1931
2698.8516,6.0009,78.877,0.4394,0.0,2.3106,1.0,5,0.0,0.10665,0.6822,0.2117
2699.004,6.296,78.5783,0.4159,0.0,2.3155,1.0,5,0.0,0.10665,0.6874,0.2056
2699.1564,7.1373,78.2796,0.2959,0.0,2.3507,1.0,5,0.0,0.10665,0.6933,0.1988
2699.3088,7.2878,77.9809,0.2322,0.0,2.3859,1.0,5,0.0,0.10665,0.6831,0.2105
2699.4612,8.2632,77.6822,0.1871,0.0,2.421,1.0,5,0.0,0.10665,0.6698,0.226
2699.6136,6.2713,77.0587,0.1374,0.0,2.5055,1.0,5,0.0,0.10665,0.6232,0.2798
2699.766,6.2431,65.1677,0.1137,0.0006,2.6068,1.0,6,0.0,0.10665,0.4227,0.5005
2699.9184,5.6503,64.3025,0.0956,0.0334,2.7081,1.0,2,0.0,0.10665,0.2576,0.0741
2700.0708,5.6819,63.796,0.0905,0.0392,2.7399,1.0,1,0.0,0.6796,0.2069,0.0411
2700.2232,5.7856,63.2894,0.087,0.0413,2.6917,1.0,1,0.0,0.5517,0.1817,0.1961
2700.3756,5.8366,62.7829,0.0871,0.0439,2.6435,1.0,2,0.0,0.4253,0.1545,0.3515
2700.528,5.7483,62.2763,0.0885,0.0798,2.6047,0.5116,2,0.0,0.4274,0.0749,0.4059
2700.6804,5.6568,61.7698,0.0877,0.097,2.6076,0.4508,2,0.0,0.4782,0.0302,0.3897
2700.8328,5.6529,61.2632,0.0865,0.1049,2.6105,0.4338,1,0.0,0.509,0.0064,0.3787
2700.9852,5.5859,60.7567,0.0849,0.0998,2.6134,0.4331,1,0.0,0.5055,0.0126,0.3801
2701.1376,5.6877,60.2449,0.0837,0.0884,2.6206,0.4757,2,0.0,0.4986,0.0328,0.3749
2701.29,5.7939,59.3043,0.0828,0.0815,2.6281,0.5251,1,0.0,0.5111,0.0406,0.3603
2701.4424,5.8636,59.2191,0.0825,0.0741,2.6357,0.5744,1,0.0,0.513,0.0551,0.349
2701.5948,5.7577,59.2136,0.0823,0.0729,2.6368,0.5934,1,0.0,0.5122,0.0571,0.3486
2701.7472,5.6836,56.9717,0.0822,0.063,2.6339,0.707,4,0.5795,0.2786,0.0481,0.0229
2701.8996,5.627,58.9393,0.0824,0.0644,2.631,0.6608,2,0.2153,0.3948,0.0695,0.2448
2702.052,5.6256,60.0105,0.0827,0.0709,2.6276,0.602,2,0.0092,0.4691,0.069,0.3707
2702.2044,5.6242,60.6138,0.0832,0.0785,2.6233,0.5473,2,0.0,0.4741,0.0568,0.3814
2702.3568,5.6228,60.841,0.0839,0.0794,2.619,0.5193,2,0.0,0.4637,0.0583,0.3893
2702.5092,5.6214,61.2212,0.0854,0.0786,2.6136,0.4891,2,0.0,0.4435,0.0659,0.4015
2702.6616,5.6198,63.3051,0.086,0.0752,2.5899,0.2189,2,0.0,0.3474,0.0922,0.4704
2702.814,5.6189,63.4381,0.0872,0.0806,2.5663,0.1972,6,0.0,0.2975,0.0884,0.5193
2702.9664,5.6175,67.3806,0.0909,0.081,2.5426,0.1494,6,0.0,0.1945,0.1207,0.5844
2703.1188,5.6162,67.671,0.0954,0.0849,2.5286,0.1315,6,0.0,0.1769,0.1236,0.5949
2703.2712,5.6153,69.0048,0.1049,0.0927,2.5173,0.1061,6,0.0,0.1805,0.1278,0.5785
2703.4236,5.6309,69.9917,0.1095,0.1017,2.5061,0.0956,6,0.0,0.1752,0.1212,0.5824
2703.576,5.6299,70.8915,0.1072,0.0972,2.5091,0.0834,6,0.0,0.1534,0.1335,0.5945
2703.7284,5.6284,70.5393,0.1047,0.0727,2.5265,0.0454,6,0.0075,0.1321,0.1812,0.5775
2703.8808,5.6095,66.9294,0.1103,0.0419,2.544,0.0018,2,0.4246,0.0053,0.2212,0.2714
2704.0332,5.6079,65.9728,0.117,0.0239,2.5616,0.0,4,0.5578,0.0,0.2571,0.1199
2704.1856,5.6064,66.3555,0.118,0.0103,2.5798,0.0001,4,0.5824,0.0006,0.2857,0.0752
2704.338,5.605,62.6552,0.1173,0.0028,2.598,0.0004,4,0.6444,0.0328,0.2734,0.0027
2704.4904,5.604,61.2913,0.1105,0.0017,2.6162,0.945,4,0.6091,0.0908,0.2571,0.0
2704.6428,5.6024,60.5813,0.1023,0.0046,2.6321,0.7002,4,0.5915,0.1355,0.2312,0.0
2704.7952,5.6014,57.7051,0.0981,0.0296,2.6479,0.6538,2,0.4954,0.3014,0.1496,0.0
2704.9476,5.6171,55.3248,0.0951,0.0463,2.6638,0.6353,2,0.408,0.4393,0.0917,0.0
2705.1,5.6163,56.8726,0.0924,0.0532,2.663,0.5979,2,0.4206,0.4315,0.0816,0.0
2705.2524,5.615,57.8798,0.0933,0.0643,2.6535,0.5651,2,0.4224,0.428,0.0653,0.0095
2705.4048,5.6134,58.2945,0.0936,0.0828,2.644,0.516,1,0.1845,0.5383,0.0356,0.1531
2705.5572,5.6123,59.3016,0.0973,0.0939,2.6348,0.5039,1,0.0063,0.6105,0.0286,0.2562
2705.7096,5.5934,59.9609,0.1009,0.1001,2.6259,0.5292,1,0.0,0.6077,0.025,0.2632
2705.862,5.5914,60.7174,0.1033,0.1052,2.6171,0.5504,1,0.0,0.5958,0.0233,0.2719
2706.0144,5.59,61.5924,0.1113,0.1149,2.6083,0.5465,1,0.0,0.6121,0.018,0.2521
2706.1668,5.5894,60.8812,0.1229,0.1212,2.5993,0.5501,1,0.3344,0.5213,0.0055,0.0168
2706.3192,5.6055,63.6819,0.1312,0.128,2.5903,0.5149,1,0.0129,0.6333,0.0295,0.1915
2706.4716,5.604,64.4693,0.1343,0.1212,2.5813,0.5297,1,0.005,0.5941,0.057,0.2135
2706.624,5.6026,64.1019,0.1345,0.1014,2.5723,0.5833,2,0.4271,0.3571,0.0893,0.0108
2706.7764,5.6015,64.8861,0.1325,0.0862,2.5633,0.3608,4,0.5343,0.2342,0.1252,0.0
2706.9288,5.6178,65.75,0.1282,0.056,2.5543,0.3942,4,0.6668,0.0514,0.1931,0.0016
2707.0812,5.6343,66.5705,0.1256,0.0405,2.5419,0.4273,4,0.5867,0.0017,0.2381,0.0948
2707.2336,5.6511,68.2599,0.1288,0.0212,2.5266,0.476,2,0.351,0.0,0.3099,0.2682
2707.386,5.6502,70.5683,0.1349,0.0194,2.5113,0.3172,2,0.2049,0.0,0.3441,0.3763
2707.5384,5.6488,70.9468,0.1435,0.0265,2.5041,0.4125,2,0.2689,0.0,0.3402,0.3098
2707.6908,5.648,70.2603,0.1446,0.0281,2.5206,0.9713,2,0.4034,0.0019,0.3259,0.1884
2707.8432,5.6635,69.7723,0.1377,0.043,2.5371,1.0,2,0.194,0.1388,0.2841,0.2944
2707.9956,5.6625,66.7933,0.1221,0.0594,2.5536,1.0,2,0.0067,0.2864,0.2162,0.3965
2708.148,5.6618,64.0213,0.1072,0.0586,2.571,1.0,2,0.0695,0.2925,0.1745,0.3769
2708.3004,5.678,62.8765,0.0978,0.0517,2.5885,1.0,2,0.0032,0.3324,0.1693,0.4162
2708.4528,5.6772,60.9493,0.0968,0.0422,2.6059,1.0,2,0.1854,0.3062,0.172,0.2666
2708.6052,5.6947,61.4647,0.1028,0.0365,2.5954,1.0,2,0.4097,0.1901,0.1926,0.1401
2708.7576,5.7631,62.1185,0.1206,0.0329,2.5724,1.0,4,0.6247,0.0773,0.2243,0.0049
2708.91,5.7632,63.3561,0.1349,0.0295,2.5494,1.0,4,0.6498,0.0185,0.2597,0.0008
2709.0624,5.762,67.7596,0.1452,0.0282,2.5265,1.0,4,0.5572,0.0007,0.3133,0.0503
2709.2148,5.7787,69.9823,0.1674,0.0343,2.5038,1.0,4,0.5621,0.0,0.3462,0.0018
2709.3672,5.8119,70.715,0.2033,0.0409,2.481,0.9957,2,0.464,0.0531,0.3808,0.0
2709.5196,5.8117,74.4595,0.2318,0.0614,2.4598,0.7615,2,0.3243,0.1514,0.3989,0.0
2709.672,5.7926,77.5752,0.2474,0.088,2.4489,0.9874,2,0.2049,0.2605,0.3848,0.0
2709.8244,5.7899,78.0914,0.2593,0.1213,2.4379,0.8835,2,0.1058,0.3891,0.3308,0.0
2709.9768,5.7352,78.2,0.263,0.1436,2.427,0.8524,2,0.0858,0.4371,0.2874,0.0
2710.1292,5.6466,77.8643,0.2488,0.1514,2.4284,0.782,2,0.1663,0.3952,0.2474,0.0
2710.2816,5.6421,78.5676,0.2498,0.1589,2.4321,0.6725,2,0.1376,0.4319,0.2341,0.0
2710.434,5.6407,77.6652,0.2301,0.1492,2.4358,0.6168,2,0.2841,0.3096,0.2214,0.0002
2710.5864,5.6399,76.517,0.2056,0.1253,2.4596,0.3698,2,0.2518,0.2613,0.2319,0.0925
2710.7388,5.656,69.4821,0.1559,0.073,2.4986,0.5343,4,0.6475,0.0095,0.2296,0.0036
2710.8912,5.6549,69.9041,0.1307,0.0225,2.5377,0.9778,2,0.3523,0.0007,0.3176,0.2558
2711.0436,5.6539,65.3374,0.1126,0.0143,2.5715,0.9999,2,0.3797,0.0574,0.2852,0.2177
2711.196,5.6719,64.2899,0.095,0.0105,2.5923,0.9999,2,0.0139,0.2044,0.2746,0.4524
2711.3484,5.7734,61.2934,0.0883,0.01,2.613,0.9999,2,0.0936,0.2455,0.2423,0.3697
2711.5008,5.7756,59.677,0.0864,0.0078,2.6336,0.9999,2,0.2125,0.2629,0.226,0.2546
2711.6532,5.74,59.5549,0.0856,0.0085,2.638,0.9999,2,0.214,0.2773,0.2197,0.2452
2711.8056,5.7547,59.3905,0.0877,0.0093,2.6424,0.9999,2,0.2946,0.2687,0.2144,0.1786
2711.958,5.7535,59.1191,0.0896,0.0098,2.6468,0.9999,2,0.3716,0.262,0.2098,0.1131
